010001000101010101:[authentication username=010001000101010101 password=010001000101010101]
010005001401010101:[authentication username=010005001401010101 password=010005001401010101]
010005001402010101:[authentication username=010005001402010101 password=010005001402010101]
010005001403010101:[authentication username=010005001403010101 password=010005001403010101]
010005001404010101:[authentication username=010005001404010101 password=010005001404010101]
010005001405010101:[authentication username=010005001405010101 password=010005001405010101]
010005001406010101:[authentication username=010005001406010101 password=010005001406010101]
010005001407010101:[authentication username=010005001407010101 password=010005001407010101]
010005001408010101:[authentication username=010005001408010101 password=010005001408010101]
010005001409010101:[authentication username=010005001409010101 password=010005001409010101]
010005001410010101:[authentication username=010005001410010101 password=010005001410010101]
010005001501010101:[authentication username=010005001501010101 password=010005001501010101]
010005001502010101:[authentication username=010005001502010101 password=010005001502010101]
010005001503010101:[authentication username=010005001503010101 password=010005001503010101]
010005001504010101:[authentication username=010005001504010101 password=010005001504010101]
010005001505010101:[authentication username=010005001505010101 password=010005001505010101]
010005001506010101:[authentication username=010005001506010101 password=010005001506010101]
010005001507010101:[authentication username=010005001507010101 password=010005001507010101]
010005001508010101:[authentication username=010005001508010101 password=010005001508010101]
010005001509010101:[authentication username=010005001509010101 password=010005001509010101]
010005001510010101:[authentication username=010005001510010101 password=010005001510010101]
010005001601010101:[authentication username=010005001601010101 password=010005001601010101]
010005001602010101:[authentication username=010005001602010101 password=010005001602010101]
010005001603010101:[authentication username=010005001603010101 password=010005001603010101]
010005001604010101:[authentication username=010005001604010101 password=010005001604010101]
010005001605010101:[authentication username=010005001605010101 password=010005001605010101]
010005001606010101:[authentication username=010005001606010101 password=010005001606010101]
010005001607010101:[authentication username=010005001607010101 password=010005001607010101]
010005001608010101:[authentication username=010005001608010101 password=010005001608010101]
010005001609010101:[authentication username=010005001609010101 password=010005001609010101]
010005001610010101:[authentication username=010005001610010101 password=010005001610010101]
010005001701010101:[authentication username=010005001701010101 password=010005001701010101]
010005001702010101:[authentication username=010005001702010101 password=010005001702010101]
010005001703010101:[authentication username=010005001703010101 password=010005001703010101]
010005001704010101:[authentication username=010005001704010101 password=010005001704010101]
010005001705010101:[authentication username=010005001705010101 password=010005001705010101]
010005001706010101:[authentication username=010005001706010101 password=010005001706010101]
010005001707010101:[authentication username=010005001707010101 password=010005001707010101]
010005001708010101:[authentication username=010005001708010101 password=010005001708010101]
010005001709010101:[authentication username=010005001709010101 password=010005001709010101]
010005001710010101:[authentication username=010005001710010101 password=010005001710010101]
010005001801010101:[authentication username=010005001801010101 password=010005001801010101]
010005001802010101:[authentication username=010005001802010101 password=010005001802010101]
010005001803010101:[authentication username=010005001803010101 password=010005001803010101]
010005001804010101:[authentication username=010005001804010101 password=010005001804010101]
010005001805010101:[authentication username=010005001805010101 password=010005001805010101]
010005001806010101:[authentication username=010005001806010101 password=010005001806010101]
010005001807010101:[authentication username=010005001807010101 password=010005001807010101]
010005001808010101:[authentication username=010005001808010101 password=010005001808010101]
010005001809010101:[authentication username=010005001809010101 password=010005001809010101]
010005001810010101:[authentication username=010005001810010101 password=010005001810010101]
010005001901010101:[authentication username=010005001901010101 password=010005001901010101]
010005001902010101:[authentication username=010005001902010101 password=010005001902010101]
010005001903010101:[authentication username=010005001903010101 password=010005001903010101]
010005001904010101:[authentication username=010005001904010101 password=010005001904010101]
010005001905010101:[authentication username=010005001905010101 password=010005001905010101]
010005001906010101:[authentication username=010005001906010101 password=010005001906010101]
010005001907010101:[authentication username=010005001907010101 password=010005001907010101]
010005001908010101:[authentication username=010005001908010101 password=010005001908010101]
010005001909010101:[authentication username=010005001909010101 password=010005001909010101]
010005001910010101:[authentication username=010005001910010101 password=010005001910010101]
010005002001010101:[authentication username=010005002001010101 password=010005002001010101]
010005002002010101:[authentication username=010005002002010101 password=010005002002010101]
010005002003010101:[authentication username=010005002003010101 password=010005002003010101]
010005002004010101:[authentication username=010005002004010101 password=010005002004010101]
010005002005010101:[authentication username=010005002005010101 password=010005002005010101]
010005002006010101:[authentication username=010005002006010101 password=010005002006010101]
010005002007010101:[authentication username=010005002007010101 password=010005002007010101]
010005002008010101:[authentication username=010005002008010101 password=010005002008010101]
010005002009010101:[authentication username=010005002009010101 password=010005002009010101]
010005002010010101:[authentication username=010005002010010101 password=010005002010010101]
